      STEP        STATUS_STACK                  SYMBOL_STACK                                                                                                                                                 INPUT
       313          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,                                                                                                                                                  <ID>,<ID>());return;}#
       314          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 108                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,<ID>                                                                                                                                                     ,<ID>());return;}#
       315          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 115                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Factor                                                                                                                                                     ,<ID>());return;}#
       316          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 114                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Item                                                                                                                                                     ,<ID>());return;}#
       317          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 113                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,AddSubExp                                                                                                                                                     ,<ID>());return;}#
       318          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 112                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Exp                                                                                                                                                     ,<ID>());return;}#
       319          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 112 144                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Exp,                                                                                                                                                  <ID>());return;}#
       320          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 112 144 108                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Exp,<ID>                                                                                                                                                     ());return;}#
       321          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 112 144 108 142                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Exp,<ID>(                                                                                                                                                     ));return;}#
       322          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 112 144 108 142 171                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Exp,<ID>(CallFunCheck                                                                                                                                                     ));return;}#
       323          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 112 144 108 142 171 207                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Exp,<ID>(CallFunCheckArgs                                                                                                                                                     ));return;}#
       324          0 5 5 7 11 14 19 30 30 30 28 52 41 59 83 112 144 112 144 108 142 171 207 226                             #ExtDefExtDefFunSpecifierFunDec{DefListStmtStmtStmt<ID>=<ID>(CallFunCheckExp,Exp,<ID>(CallFunCheckArgs)                                                                                                                                                     );return;}#
